"path","action","before","after","note"
"scripts/fix_update_version.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Fix-P006-EncodingViolations.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Install-BitwardenLite.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Install-PreCommitHook.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-AgentCallStats.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-AiActionLogReport.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-AutoApprovalWriter.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-BacklogReconcile.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ChangelogDiff.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ChatIssueSinBatch.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ChecklistActions.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-CodeStandardsAssessment.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-CodRhiPear.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ConfigCoverageAudit.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-CronProcessor.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-CyclicRenameCheck.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DataMigration.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DeduplicationAssessment.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DependencyScanManager.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DiagnosticDryRunPipeline.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DiffScheduler.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-DynaManifestValidation.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-EngineCrashCleanup.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-EngineServiceMonitor.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ErrorHandlingContinuousLoop.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ErrorHandlingRemediation.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-EventLogStandardSweep.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-EventLogViewInject.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-FileChangeTracker.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-FullSystemsScan.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-GeneratedCandidateCleanup.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-HelpMenuCompliance.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-HistoryRotation.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-InteropDriftIteration.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ModuleManagement.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ObjectivePipelineCycle.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-OrphanAudit.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-OrphanCleanup.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-OrphanedFileAudit.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PesterSingleFile.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PesterTriage.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PipeGAP.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PipelineIntegrityCheck.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PipelineProcess20.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-PSEnvironmentScanner.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ReferenceIntegrityCheck.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ReleasePreFlight.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-RenameProposal.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ReportRetention.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-SASCIntegrityPreflight.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-ScriptDependencyMatrix.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-SecretLeakScanner.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-SelfReviewCycle.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-SINRegistryReindex.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-SINRemedyEngine.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-StaticWorkspaceScan.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TestCoverageGateCheck.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TestRoutine.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TodoArchiver.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TodoBacklogPlanner.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TodoBundleRebuild.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TodoManager.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-TodoQueueGateway.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-Top15IssueSinBatch.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-UniversalListGene.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-VersionAlignmentTool.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-WorkspaceDependencyMap.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-WorkspaceIntegrityCheck.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-WorkspaceRollback.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Invoke-XhtmlReportTriage.ps1","unchanged","2607.B6.V53.0","",""
"scripts/New-InstallerScript.ps1","unchanged","2607.B6.V53.0","",""
"scripts/New-PwShGUIModule.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Normalize-TodoStatusVocabulary.ps1","unchanged","2607.B6.V53.0","",""
"scripts/PS-CheatSheet-EXAMPLES-V2.ps1","unchanged","2607.B6.V53.0","",""
"scripts/PS-CheatSheet-EXAMPLES.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Publish-WorkspaceModules.ps1","unchanged","2607.B6.V53.0","",""
"scripts/R3-StressTest.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Raise-AllVersionTags.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Register-CronTask.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Register-CyclicRenameTask.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Register-DiffSchedulerTask.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Register-WorkspaceRepository.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Repair-ModulePaths.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Report-Taggable.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Run-FullPipeline.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Run-PipelineChurn35.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Scan-WorkspaceVersions.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-A.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-B.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-C.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-D.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-E.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-F - LinkToConfigJson.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-F-LinkToConfigJson.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script-F.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script1.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script2.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script3.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script4.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script5.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Script6.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Set-WorkspaceModulePath.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Setup-ModuleEnvironment.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-AppTemplateManager.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-CertificateManager.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-CronAiAthonTool.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-EventLogViewer.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-MCPServiceConfig.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-SandboxTestTool.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-ScanDashboard.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Show-WorkspaceIntentReview.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Start-BWServe.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Start-Engines.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Start-LocalWebEngine.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Start-LocalWebEngineService.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Sync-ChangelogViewerData.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Sync-LogIndexToViewer.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Sync-PipelineRegistryFromDisk.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Test-ModuleDependencies.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Test-Prerequisites.ps1","unchanged","2607.B6.V53.0","",""
"scripts/UserProfile-Manager.ps1","unchanged","2607.B6.V53.0","",""
"scripts/Validate-ModuleImports.ps1","unchanged","2607.B6.V53.0","",""
"scripts/WinRemote-PSTool.ps1","unchanged","2607.B6.V53.0","",""
"config/agent-call-stats.json","unchanged","2607.B6.V53.0","",""
"config/agentic-manifest.json","unchanged","2607.B6.V53.0","",""
"config/AVPN_device-types.json","unchanged","2607.B6.V53.0","",""
"config/AVPN-devices.json","unchanged","2607.B6.V53.0","",""
"config/bootstrap-menu.config.json","unchanged","2607.B6.V53.0","",""
"config/browser-test-config.json","unchanged","2607.B6.V53.0","",""
"config/cert-store-baseline.json","unchanged","2607.B6.V53.0","",""
"config/chief-approvals.json","unchanged","2607.B6.V53.0","",""
"config/cron-aiathon-pipeline.json","unchanged","2607.B6.V53.0","",""
"config/cron-aiathon-schedule.json","unchanged","2607.B6.V53.0","",""
"config/css-layout-index.json","unchanged","2607.B6.V53.0","",""
"config/cyclic-tasks.json","unchanged","2607.B6.V53.0","",""
"config/dependency-scan-config.json","unchanged","2607.B6.V53.0","",""
"config/diff-scheduler.json","unchanged","2607.B6.V53.0","",""
"config/dynamic-manifest.json","unchanged","2607.B6.V53.0","",""
"config/engine-client-controls.json","unchanged","2607.B6.V53.0","",""
"config/engine-cluster-trust.json","unchanged","2607.B6.V53.0","",""
"config/engine-monitor.targets.json","unchanged","2607.B6.V53.0","",""
"config/help-menu-registry.json","unchanged","2607.B6.V53.0","",""
"config/manifest-cache.json","unchanged","2607.B6.V53.0","",""
"config/menu-layout.json","unchanged","2607.B6.V53.0","",""
"config/module-function-index.json","unchanged","2607.B6.V53.0","",""
"config/My-LookupLocationsConfig.json","unchanged","2607.B6.V53.0","",""
"config/prerequisites-baseline.json","unchanged","2607.B6.V53.0","",""
"config/ps5-compat-flags.json","unchanged","2607.B6.V53.0","",""
"config/pwsh-app-config-BASE.json","unchanged","2607.B6.V53.0","",""
"config/pwsh-scriptfolders-config.json","unchanged","2607.B6.V53.0","",""
"config/sasc-integrity.sha256.json","unchanged","2607.B6.V53.0","",""
"config/sasc-tuning.json","unchanged","2607.B6.V53.0","",""
"config/sasc-vault-config.json","unchanged","2607.B6.V53.0","",""
"config/scan-schema-version-map.json","unchanged","2607.B6.V53.0","",""
"config/schema-transforms.json","unchanged","2607.B6.V53.0","",""
"config/self-review-config.json","unchanged","2607.B6.V53.0","",""
"config/self-review-history.json","unchanged","2607.B6.V53.0","",""
"config/sin-baseline.json","unchanged","2607.B6.V53.0","",""
"config/style-remediation-inventory.json","unchanged","2607.B6.V53.0","",""
"config/tray-service-config.json","unchanged","2607.B6.V53.0","",""
"config/waiting-jokes.json","unchanged","2607.B6.V53.0","",""
"config/webengine-services.components.json","unchanged","2607.B6.V53.0","",""
"config/widget-tools-inventory.json","unchanged","2607.B6.V53.0","",""
"config/winremote-hosts.json","skip-nonobject-json","","",""
"config/workspace-change-log.json","unchanged","2607.B6.V53.0","",""
"config/workspace-hub-data-sources.json","unchanged","2607.B6.V53.0","",""
"config/workspace-hub-offline-cache.json","unchanged","2607.B6.V53.0","",""
"config/workspace-hub.config.json","unchanged","2607.B6.V53.0","",""
"config/workspace-intent-registry.json","unchanged","2607.B6.V53.0","",""
"config/workspace-memory-summary.json","unchanged","2607.B6.V53.0","",""
"tests/AssistedSASC.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/AVPN-Tracker.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/CronAiAthon-BugTracker.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/CronAiAthon-EventLog.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/CronAiAthon-Pipeline.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/CronAiAthon-Scheduler.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-AgentCallStats.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-ConventionComplianceSuite.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-EngineCrashCleanup.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-PipelineChurnLifecycle.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-PipelineIntegration.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-RegressionSuite.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-ScriptLoadability.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-SINPatternScanner.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-StaticWorkspaceScan.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Invoke-WidgetSmokeTests.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/ModuleEnvironment-NineScripts.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/ModuleMaintenance-Targeted.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PKIChainManager.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwSh-HelpFilesUpdateSource-ReR.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI_AutoIssueFinder.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-ConvoVault.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-EventLogAdapter.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-IntegrityCore.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-KillSwitch.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-LaunchTelemetry.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-PSVersionStandards.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-Theme.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-TrayHost.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-VersionManager.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUI-WebEngineServices.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/PwShGUICore.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/SASC-Adapters.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Show-CronAiAthonTool.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Show-ScriptLoadability.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/SIN-P027-NullArrayIndex.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/SIN-P041-JsonSchemaPropertyDrift.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/SINGovernance.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Start-LocalWebEngine.BootstrapGovernance.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Start-LocalWebEngine.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Start-LocalWebEngineIntegration.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/Start-LocalWebEngineService.BootstrapMenu.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/SyntaxGuard.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/UserProfileManager.Tests.ps1","unchanged","2607.B6.V53.0","",""
"tests/VersionTag-Canonical.Tests.ps1","unchanged","2607.B6.V53.0","",""
